--- scanner 0 ---
524,-810,823
716,-344,-373
-516,-501,-601
637,-701,850
-677,553,-289
-916,-435,813
-610,508,-235
-931,-582,812
-361,-488,-482
17,16,-14
808,660,430
-420,632,844
-605,641,743
-457,-597,-564
-565,546,-358
421,565,-563
-533,666,763
716,641,612

--- scanner 29 ---
444,-434,-597
90,-100,-134
517,-611,-579
-459,412,550
-283,-772,-801
654,393,705
-519,438,500
-4,19,16
-597,471,-852
842,-530,366
511,-429,-672
-372,381,474
571,524,-759
-398,-770,-845
602,301,617
-598,-373,625
-404,-410,653
643,428,494
-623,415,-837
-561,494,-956
773,-669,313
-530,-502,692
620,521,-737
448,624,-726
706,-511,315
-390,-600,-818

--- scanner 30 ---
-622,-699,477
702,-813,-440
750,-754,-542
225,652,552
433,320,-740
-784,-459,-534
-538,407,529
510,-802,635
306,628,562
-627,597,-409
455,293,-736
-791,-491,-659
-166,-112,-41
795,-884,-508
333,-875,617
235,615,382
328,-808,542
-625,-748,455
-725,-871,488
-723,552,-470
-562,378,332
-44,51,17
459,315,-809
-777,529,-453
-586,328,489
-869,-435,-640

--- scanner 31 ---
-873,787,672
639,-655,-374
-471,-339,-658
-901,689,764
-711,685,-752
559,632,-463
-100,61,115
-789,521,-727
507,696,-433
-741,-588,630
40,-29,6
-792,-409,653
656,741,-505
672,610,856
732,-729,-466
596,-574,399
-833,569,665
-472,-449,-601
-824,577,-763
695,466,749
578,-577,509
-799,-487,520
688,485,842
-428,-364,-643
580,-655,422
675,-778,-297

--- scanner 32 ---
-957,-282,-805
411,637,903
-723,366,860
561,-436,-771
690,-427,-851
-15,134,48
712,-336,-740
624,824,-766
-762,-457,433
401,-516,862
763,749,-690
544,-586,926
-788,398,-668
-882,431,-699
-103,-22,-61
-923,411,-609
-954,-400,-854
540,-417,919
-971,-440,-816
594,659,921
-713,-292,465
-707,-518,453
744,776,-705
601,638,880
-571,351,895
-660,345,906

--- scanner 33 ---
-575,439,789
-118,-54,-45
586,651,-494
545,548,-370
-739,-723,628
-800,-804,-789
-836,-724,617
264,-499,-776
671,-755,401
790,-760,379
-720,-757,-921
701,-790,292
407,806,448
238,-389,-748
-869,-786,-904
-730,726,-395
-761,619,-493
579,533,-487
338,-473,-809
247,794,403
-736,635,-438
-570,678,811
336,777,444
-556,546,764
-725,-594,590

--- scanner 34 ---
-432,673,609
-38,-35,4
-663,697,-884
-793,-409,-534
-554,615,-788
653,618,904
709,847,-763
-434,557,752
-511,-809,552
-650,578,-729
-556,-748,648
409,-467,827
614,762,-722
589,552,845
-815,-482,-530
579,-440,-576
487,-442,673
592,654,845
-579,-765,702
435,-404,795
112,33,98
-388,626,718
-788,-478,-508
702,-457,-644
789,-516,-581
647,826,-548

--- scanner 35 ---
-433,-537,429
376,819,-931
429,735,-940
-29,0,17
341,-388,419
-871,392,-695
526,-528,-802
-474,616,419
588,688,400
527,-662,-834
-903,557,-744
477,794,-810
541,601,426
-160,122,-40
-417,517,558
-441,-251,-553
-410,686,562
328,-389,566
389,-393,660
-430,-245,-642
636,522,377
496,-491,-807
-883,618,-689
-415,-559,612
-476,-266,-705
-456,-538,619

--- scanner 36 ---
-34,-74,-153
364,605,-761
436,-389,469
784,-704,-536
699,754,537
723,835,527
554,-363,534
-840,-443,-776
386,601,-834
-622,-411,-770
-435,-597,707
-683,310,-567
-808,-453,-734
-737,732,517
-442,-504,688
597,-402,444
805,-767,-650
391,627,-765
-813,265,-533
686,825,357
765,-616,-670
-731,550,610
-458,-490,563
-742,358,-465
-804,727,592

--- scanner 37 ---
-743,351,-500
696,-350,461
556,-646,-291
526,-617,-325
-563,422,-487
-444,454,622
750,657,702
567,-444,463
-455,459,488
-33,-42,135
-493,-718,578
670,695,781
-793,-446,-737
410,709,-293
422,836,-450
-573,341,-463
350,697,-373
-487,553,485
657,-600,461
80,120,-43
-636,-470,-787
-596,-422,-708
-541,-780,394
825,654,861
-493,-839,486
580,-636,-298

--- scanner 38 ---
826,-549,-638
-554,372,807
360,744,645
-39,-57,38
-639,700,-756
800,-857,527
2,123,-43
808,-571,-455
-861,-384,-668
-484,377,672
765,-842,679
-704,810,-729
530,386,-395
409,795,531
-785,-459,-807
-704,-797,879
785,-570,-645
-763,-810,744
481,776,724
578,362,-380
-631,811,-745
654,361,-294
-546,497,704
811,-863,616
-800,-432,-788
-794,-777,838
